# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (mbar)
0.536,14.3,434.3,52.388,52.69,93.408,94.018,1.521,3.905e-6,1.521,90,5.634,10.695,43.47,-80.54,2.243,0,0.719,1.373e-5,83.956,90,1.306e5,6.467e4,234.922,0.968,9.803,416.474,326.813,4.412,1.358e4,10.603,23.76,0.439,0.312,0.024,0.103,0.445,0.552,2.432,2.986e-4,0,0,0,0,0.002,1.996,90,12.177,962.314,0.001,338.678,0.156,1.881e7,20.32,324.293,0.014,0.148,0.006,16.309
0.55,15.017,435.017,53.65,53.96,93.268,93.879,1.598,4.805e-6,1.598,90,5.779,10.693,43.47,-80.54,2.201,0,0.807,6.894e-6,83.946,90,1.306e5,6.46e4,234.903,0.967,9.803,416.704,326.888,4.42,1.356e4,10.59,24.888,0.439,0.312,0.024,0.103,0.445,0.54,2.386,3.617e-4,0,0,0,0,0.002,2.005,90,12.172,962.23,0.001,338.675,0.16,1.926e7,20.32,324.293,0.02,0.151,0.006,17.104
0.57,16.124,436.124,55.541,55.864,93.212,93.824,1.717,6.352e-6,1.717,90,5.996,10.706,43.47,-80.54,2.163,0,0.945,8.875e-6,83.928,90,1.304e5,6.447e4,234.849,0.967,9.803,416.922,326.994,4.426,1.354e4,10.586,26.67,0.439,0.312,0.024,0.103,0.445,0.53,2.345,-3.802e-4,0,0,0,0,0.003,2.043,90,12.165,962.1,0.001,338.671,0.166,1.994e7,20.32,324.293,0.01,0.152,0.006,18.33
0.58,16.669,436.669,56.447,56.775,93.184,93.798,1.776,7.179e-6,1.776,90,6.1,10.715,43.47,-80.54,2.145,0,1.013,1.922e-5,83.919,90,1.304e5,6.441e4,234.824,0.966,9.803,417.028,327.045,4.428,1.353e4,10.584,27.545,0.439,0.312,0.024,0.103,0.445,0.526,2.324,-3.382e-4,0,0,0,0,0.003,2.061,90,12.162,962.036,0.001,338.669,0.168,2.026e7,20.32,324.293,0.015,0.153,0.006,18.932
0.595,17.501,437.501,57.804,58.142,93.063,93.679,1.866,8.528e-6,1.866,90,6.256,10.721,43.47,-80.54,2.117,0,1.119,2.467e-5,83.903,90,1.303e5,6.433e4,234.8,0.966,9.803,417.192,327.122,4.433,1.351e4,10.572,28.883,0.439,0.312,0.024,0.103,0.445,0.518,2.293,3.198e-4,0,0,0,0,0.003,2.087,90,12.156,961.938,0.001,338.666,0.172,2.075e7,20.32,324.293,0.015,0.154,0.006,19.853
0.61,18.404,438.404,59.239,59.586,92.935,93.553,1.964,1.01e-5,1.964,90,6.421,10.737,43.47,-80.54,2.05,0,1.234,2.37e-5,83.885,90,1.302e5,6.426e4,234.776,0.965,9.803,417.558,327.202,4.447,1.348e4,10.561,30.314,0.439,0.312,0.024,0.103,0.444,0.5,2.221,-7.125e-5,0,0,0,0,0.004,2.078,90,12.15,961.833,0.001,338.662,0.177,2.126e7,20.32,324.293,0.02,0.156,0.006,20.849
0.63,19.607,439.607,61.093,61.453,92.545,93.167,2.094,1.236e-5,2.094,90,6.636,10.741,43.47,-80.54,1.941,0,1.385,3.575e-5,83.859,90,1.301e5,6.411e4,234.742,0.965,9.803,418.158,327.382,4.467,1.342e4,10.523,32.204,0.439,0.311,0.024,0.104,0.444,0.472,2.103,-5.105e-5,0,0,0,0,0.005,2.039,90,12.143,961.691,0.001,338.657,0.182,2.192e7,20.32,324.293,0.03,0.157,0.007,22.174
0.66,21.482,441.482,63.866,64.244,92.291,92.919,2.298,1.625e-5,2.298,90,6.959,10.79,43.47,-80.54,1.813,0,1.613,3.319e-5,83.814,90,1.299e5,6.394e4,234.691,0.964,9.803,418.875,327.544,4.495,1.337e4,10.5,35.156,0.44,0.311,0.025,0.104,0.444,0.439,1.965,-3.196e-5,0,0,0,0,0.006,2.016,90,12.13,961.472,0.001,338.65,0.19,2.291e7,20.32,324.293,0.01,0.159,0.007,24.229
0.67,22.125,442.125,64.788,65.173,92.205,92.836,2.368,1.768e-5,2.368,90,7.067,10.806,43.47,-80.54,1.792,0,1.691,4.198e-5,83.798,90,1.299e5,6.389e4,234.674,0.964,9.803,419.002,327.598,4.498,1.336e4,10.492,36.179,0.44,0.311,0.025,0.104,0.444,0.433,1.941,3.538e-4,0,0,0,0,0.006,2.032,90,12.126,961.396,0.001,338.647,0.193,2.324e7,20.32,324.293,0.015,0.16,0.007,24.933
0.685,23.107,443.107,66.171,66.565,92.131,92.767,2.476,1.996e-5,2.476,90,7.23,10.839,43.47,-80.54,1.759,0,1.81,4.002e-5,83.771,90,1.298e5,6.379e4,234.636,0.963,9.803,419.199,327.684,4.504,1.334e4,10.486,37.739,0.44,0.311,0.025,0.104,0.444,0.424,1.905,7.658e-5,0,0,0,0,0.007,2.055,90,12.12,961.281,0.001,338.644,0.197,2.373e7,20.32,324.293,0.005,0.162,0.007,26.007
0.69,23.439,443.439,66.632,67.028,92.107,92.744,2.512,2.075e-5,2.512,90,7.284,10.851,43.47,-80.54,1.747,0,1.851,4.188e-5,83.762,90,1.297e5,6.376e4,234.623,0.963,9.803,419.266,327.712,4.506,1.333e4,10.484,38.266,0.44,0.311,0.025,0.104,0.444,0.422,1.893,4.708e-4,0,0,0,0,0.007,2.063,90,12.118,961.242,0.001,338.642,0.199,2.389e7,20.32,324.293,0.007,0.163,0.007,26.37
0.697,23.941,443.941,67.322,67.724,92.064,92.703,2.567,2.198e-5,2.567,90,7.365,10.868,43.47,-80.54,1.73,0,1.912,5.148e-5,83.748,90,1.297e5,6.372e4,234.609,0.963,9.803,419.367,327.746,4.509,1.333e4,10.481,39.063,0.44,0.311,0.025,0.104,0.444,0.417,1.874,-4.463e-5,0,0,0,0,0.007,2.075,90,12.114,961.183,0.001,338.64,0.201,2.414e7,20.32,324.293,0.011,0.164,0.007,26.918
0.709,24.705,444.705,68.358,68.766,91.999,92.642,2.65,2.39e-5,2.65,89.999,7.488,10.898,43.47,-80.54,1.694,0,2.004,7.152e-5,83.726,90,1.296e5,6.366e4,234.59,0.962,9.803,419.576,327.798,4.517,1.331e4,10.475,40.268,0.44,0.311,0.025,0.104,0.444,0.408,1.834,-1.715e-5,0,0,0,0,0.008,2.081,90,12.109,961.094,0.001,338.637,0.204,2.451e7,20.32,324.293,0.017,0.165,0.007,27.751
0.726,25.871,445.871,69.909,70.329,91.9,92.55,2.778,2.695e-5,2.778,89.999,7.672,10.948,43.47,-80.54,1.636,0,2.144,8.71e-5,83.691,90,1.296e5,6.358e4,234.56,0.962,9.803,419.916,327.875,4.53,1.329e4,10.468,42.107,0.441,0.311,0.025,0.105,0.444,0.393,1.772,-2.644e-4,0,0,0,0,0.009,2.085,90,12.102,960.957,0.001,338.633,0.208,2.506e7,20.32,324.293,0.004,0.166,0.007,29.024
0.73,26.178,446.178,70.311,70.734,91.875,92.526,2.812,2.778e-5,2.812,89.999,7.72,10.961,43.47,-80.54,1.621,0,2.181,9.229e-5,83.682,90,1.295e5,6.355e4,234.552,0.962,9.803,420.005,327.895,4.533,1.329e4,10.465,42.59,0.441,0.311,0.025,0.105,0.444,0.389,1.755,3.401e-4,0,0,0,0,0.009,2.085,90,12.1,960.921,0.001,338.631,0.21,2.52e7,20.32,324.293,0.007,0.167,0.008,29.358
0.737,26.641,446.641,70.914,71.341,91.815,92.469,2.863,2.904e-5,2.863,89.999,7.792,10.98,43.47,-80.54,1.598,0,2.235,9.877e-5,83.667,90,1.295e5,6.351e4,234.536,0.962,9.803,420.139,327.94,4.537,1.328e4,10.46,43.32,0.441,0.311,0.025,0.105,0.444,0.383,1.73,-3.821e-4,0,0,0,0,0.009,2.087,90,12.097,960.866,0.001,338.63,0.211,2.542e7,20.32,324.293,0.01,0.168,0.008,29.862
0.746,27.344,447.344,71.817,72.251,91.725,92.384,2.94,3.101e-5,2.94,89.999,7.9,11.009,43.47,-80.54,1.563,0,2.318,9.855e-5,83.645,90,1.294e5,6.343e4,234.512,0.961,9.803,420.341,328.007,4.544,1.326e4,10.452,44.425,0.441,0.311,0.025,0.105,0.444,0.374,1.692,-3.57e-4,0,0,0,0,0.01,2.089,90,12.092,960.784,0.001,338.627,0.214,2.574e7,20.32,324.293,0.004,0.169,0.008,30.627
0.75,27.603,447.603,72.147,72.582,91.693,92.352,2.968,3.175e-5,2.968,89.999,7.94,11.021,43.47,-80.54,1.55,0,2.348,1.037e-4,83.636,90,1.294e5,6.341e4,234.503,0.961,9.803,420.415,328.032,4.546,1.325e4,10.449,44.832,0.441,0.311,0.025,0.105,0.444,0.371,1.678,-3.749e-4,0,0,0,0,0.01,2.09,90,12.091,960.754,0.001,338.626,0.215,2.586e7,20.32,324.293,0.005,0.17,0.008,30.908
0.755,27.993,447.993,72.641,73.08,91.7,92.363,3.011,3.287e-5,3.011,89.999,7.999,11.046,43.47,-80.54,1.52,0,2.393,1.115e-4,83.623,90,1.294e5,6.338e4,234.49,0.961,9.803,420.588,328.049,4.554,1.325e4,10.451,45.439,0.441,0.311,0.025,0.105,0.444,0.364,1.646,-1.111e-4,0,0,0,0,0.01,2.077,90,12.088,960.708,0.001,338.624,0.217,2.603e7,20.32,324.293,0.008,0.171,0.008,31.332
0.763,28.583,448.583,73.383,73.827,91.71,92.378,3.077,3.46e-5,3.077,89.999,8.089,11.086,43.47,-80.54,1.475,0,2.461,1.293e-4,83.604,90,1.293e5,6.334e4,234.472,0.961,9.803,420.848,328.074,4.566,1.325e4,10.453,46.357,0.441,0.311,0.025,0.105,0.444,0.352,1.597,-3.222e-5,0,0,0,0,0.01,2.057,90,12.084,960.639,0.001,338.622,0.219,2.63e7,20.32,324.293,0.012,0.173,0.008,31.974
0.776,29.48,449.48,74.495,74.948,91.726,92.401,3.175,3.729e-5,3.175,89.999,8.223,11.148,43.47,-80.54,1.408,0,2.56,1.66e-4,83.573,90,1.293e5,6.328e4,234.444,0.96,9.803,421.237,328.112,4.583,1.325e4,10.457,47.754,0.441,0.311,0.025,0.105,0.444,0.335,1.526,8.247e-5,0,0,0,0,0.011,2.027,90,12.078,960.534,0.001,338.618,0.222,2.669e7,20.32,324.293,0.004,0.173,0.008,32.949
0.78,29.808,449.808,74.898,75.354,91.731,92.409,3.212,3.83e-5,3.212,89.999,8.273,11.171,43.47,-80.54,1.384,0,2.596,1.711e-4,83.562,90,1.292e5,6.326e4,234.433,0.96,9.803,421.378,328.126,4.589,1.325e4,10.458,48.265,0.441,0.311,0.025,0.105,0.444,0.329,1.499,-4.763e-4,0,0,0,0,0.011,2.016,90,12.076,960.495,0.001,338.617,0.223,2.683e7,20.32,324.293,0.007,0.175,0.008,33.306
0.787,30.304,450.304,75.503,75.963,91.68,92.361,3.266,3.983e-5,3.266,89.999,8.346,11.199,43.47,-80.54,1.348,0,2.649,1.898e-4,83.545,90,1.292e5,6.322e4,234.422,0.96,9.803,421.59,328.159,4.598,1.324e4,10.454,49.038,0.442,0.311,0.025,0.105,0.444,0.32,1.46,-2.913e-4,0,0,0,0,0.011,2,90,12.073,960.437,0.001,338.615,0.225,2.705e7,20.32,324.293,0.01,0.177,0.008,33.845
0.796,31.055,451.055,76.409,76.875,91.602,92.29,3.35,4.221e-5,3.35,89.999,8.457,11.243,43.47,-80.54,1.293,0,2.728,2.216e-4,83.518,90,1.291e5,6.317e4,234.405,0.96,9.803,421.908,328.209,4.611,1.323e4,10.447,50.208,0.442,0.311,0.025,0.106,0.444,0.306,1.401,-6.973e-5,0,0,0,0,0.012,1.976,90,12.068,960.349,0.001,338.612,0.228,2.737e7,20.32,324.293,0.015,0.178,0.008,34.661
0.811,32.198,452.198,77.767,78.243,91.486,92.182,3.476,4.593e-5,3.476,89.999,8.624,11.306,43.47,-80.54,1.241,0,2.844,2.544e-4,83.477,90,1.291e5,6.309e4,234.379,0.959,9.803,422.225,328.284,4.623,1.321e4,10.437,52.006,0.442,0.311,0.025,0.106,0.444,0.293,1.344,6.952e-5,0,0,0,0,0.012,1.978,90,12.061,960.215,0.001,338.608,0.232,2.785e7,20.32,324.293,0.009,0.179,0.008,35.901
0.82,32.877,452.877,78.561,79.044,91.418,92.119,3.552,4.819e-5,3.552,89.999,8.723,11.343,43.47,-80.54,1.215,0,2.912,2.825e-4,83.452,90,1.29e5,6.304e4,234.365,0.959,9.803,422.385,328.327,4.629,1.319e4,10.432,53.077,0.442,0.311,0.025,0.106,0.444,0.287,1.315,-2.1e-4,0,0,0,0,0.013,1.987,90,12.056,960.135,0.001,338.605,0.234,2.813e7,20.32,324.293,0.013,0.18,0.008,36.637
0.833,33.909,453.909,79.752,80.244,91.334,92.043,3.666,5.172e-5,3.666,89.999,8.871,11.403,43.47,-80.54,1.175,0,3.013,3.159e-4,83.413,90,1.289e5,6.295e4,234.334,0.959,9.803,422.628,328.402,4.637,1.318e4,10.425,54.703,0.442,0.311,0.026,0.106,0.444,0.277,1.273,-1.614e-5,0,0,0,0,0.013,2,90,12.05,960.014,0.001,338.601,0.238,2.856e7,20.32,324.293,0.007,0.181,0.009,37.754
0.84,34.467,454.467,80.388,80.885,91.288,92.002,3.728,5.366e-5,3.728,89.999,8.951,11.437,43.47,-80.54,1.154,0,3.068,3.353e-4,83.392,90,1.289e5,6.291e4,234.317,0.958,9.803,422.76,328.442,4.642,1.317e4,10.422,55.582,0.442,0.311,0.026,0.106,0.444,0.272,1.248,4.897e-4,0,0,0,0,0.013,2.006,90,12.046,959.949,0.001,338.599,0.24,2.878e7,20.32,324.293,0.01,0.182,0.009,38.357
0.85,35.312,455.312,81.342,81.846,91.306,92.027,3.822,5.667e-5,3.822,89.999,9.07,11.498,43.47,-80.54,1.121,0,3.149,3.684e-4,83.36,90,1.288e5,6.284e4,234.287,0.958,9.803,422.959,328.482,4.649,1.317e4,10.425,56.914,0.443,0.311,0.026,0.106,0.444,0.264,1.213,3.505e-4,0,0,0,0,0.014,2.017,90,12.04,959.85,0.001,338.595,0.242,2.912e7,20.32,324.293,0.016,0.184,0.009,39.271
0.866,36.598,456.598,82.774,83.289,91.331,92.064,3.966,6.135e-5,3.966,89.999,9.251,11.592,43.47,-80.54,1.081,0,3.27,3.744e-4,83.309,90,1.287e5,6.275e4,234.243,0.958,9.803,423.214,328.542,4.659,1.316e4,10.431,58.949,0.443,0.311,0.026,0.107,0.444,0.254,1.17,1.328e-4,0,0,0,0,0.014,2.045,90,12.032,959.699,0.001,338.59,0.247,2.963e7,20.32,324.293,0.004,0.185,0.009,40.663
0.87,36.92,456.92,83.128,83.646,91.338,92.073,4.002,6.255e-5,4.002,89.999,9.296,11.615,43.47,-80.54,1.071,0,3.3,3.823e-4,83.297,90,1.287e5,6.272e4,234.232,0.958,9.803,423.278,328.557,4.661,1.316e4,10.432,59.458,0.443,0.311,0.026,0.107,0.444,0.252,1.158,7.474e-5,0,0,0,0,0.014,2.052,90,12.03,959.661,0.001,338.589,0.248,2.976e7,20.32,324.293,0.006,0.186,0.009,41.011
0.876,37.404,457.404,83.658,84.181,91.276,92.016,4.056,6.437e-5,4.056,89.999,9.364,11.643,43.47,-80.54,1.055,0,3.344,3.934e-4,83.277,90,1.287e5,6.269e4,234.224,0.957,9.803,423.375,328.587,4.665,1.315e4,10.427,60.225,0.443,0.311,0.026,0.107,0.444,0.248,1.141,8.471e-5,0,0,0,0,0.015,2.063,90,12.027,959.604,0.001,338.587,0.249,2.995e7,20.32,324.293,0.009,0.187,0.009,41.535
0.885,38.137,458.137,84.454,84.983,91.183,91.929,4.138,6.715e-5,4.138,89.999,9.466,11.686,43.47,-80.54,1.032,0,3.411,4.132e-4,83.248,90,1.286e5,6.265e4,234.213,0.957,9.803,423.524,328.632,4.67,1.314e4,10.419,61.384,0.443,0.311,0.026,0.107,0.445,0.242,1.115,-1.421e-4,0,0,0,0,0.015,2.079,90,12.022,959.518,0.001,338.584,0.252,3.023e7,20.32,324.293,0.015,0.188,0.009,42.327
0.9,39.455,459.455,85.863,86.403,91.018,91.775,4.286,7.228e-5,4.286,89.999,9.647,11.765,43.47,-80.54,0.989,0,3.529,4.561e-4,83.194,90,1.285e5,6.257e4,234.194,0.957,9.803,423.793,328.71,4.679,1.311e4,10.405,63.466,0.443,0.31,0.026,0.107,0.445,0.232,1.068,-3.681e-4,0,0,0,0,0.015,2.107,90,12.014,959.364,0.001,338.579,0.256,3.074e7,20.32,324.293,0.02,0.189,0.009,43.748
0.92,41.19,461.19,87.684,88.239,91.081,91.857,4.481,7.925e-5,4.481,89.999,9.884,11.916,43.47,-80.54,0.894,0,3.676,5.507e-4,83.122,90,1.284e5,6.243e4,234.125,0.956,9.803,424.374,328.796,4.704,1.311e4,10.415,66.185,0.444,0.31,0.026,0.107,0.445,0.209,0.966,3.504e-4,0,0,0,0,0.016,2.084,90,12.002,959.16,0.001,338.572,0.261,3.138e7,20.32,324.293,0.03,0.191,0.009,45.619
0.95,43.862,463.862,90.416,90.995,91.071,91.877,4.783,9.047e-5,4.783,89.999,10.245,12.144,43.47,-80.54,0.752,0,3.879,7.203e-4,83.009,90,1.282e5,6.227e4,234.055,0.955,9.803,425.257,328.901,4.742,1.31e4,10.42,70.381,0.444,0.31,0.026,0.108,0.445,0.174,0.811,2.539e-4,0,0,0,0,0.017,2.049,90,11.985,958.847,0.001,338.562,0.27,3.235e7,20.32,324.293,0.01,0.192,0.01,48.5
0.96,44.77,464.77,91.327,91.913,91.066,91.883,4.886,9.442e-5,4.886,89.999,10.367,12.223,43.47,-80.54,0.705,0,3.942,7.829e-4,82.97,90,1.282e5,6.221e4,234.032,0.955,9.803,425.549,328.937,4.755,1.31e4,10.422,71.812,0.444,0.31,0.026,0.108,0.445,0.163,0.759,1.682e-4,0,0,0,0,0.017,2.039,90,11.979,958.74,0.001,338.558,0.272,3.267e7,20.32,324.293,0.015,0.195,0.01,49.48
0.975,46.15,466.15,92.691,93.29,90.852,91.683,5.043,1.006e-4,5.043,89.999,10.551,12.318,43.47,-80.54,0.635,0,4.03,9.23e-4,82.91,90,1.281e5,6.211e4,234.006,0.954,9.803,425.99,329.039,4.771,1.306e4,10.403,73.985,0.445,0.31,0.026,0.108,0.445,0.147,0.683,8.671e-6,0,0,0,0,0.017,2.024,90,11.97,958.578,0.001,338.553,0.276,3.316e7,20.32,324.293,0.005,0.196,0.01,50.966
0.98,46.615,466.615,93.145,93.748,90.78,91.616,5.096,1.026e-4,5.096,89.999,10.612,12.351,43.47,-80.54,0.612,0,4.058,9.817e-4,82.89,90,1.281e5,6.208e4,233.998,0.954,9.803,426.137,329.074,4.777,1.305e4,10.397,74.716,0.445,0.31,0.026,0.108,0.445,0.141,0.657,2.718e-4,0,0,0,0,0.017,2.018,90,11.967,958.524,0.001,338.551,0.278,3.332e7,20.32,324.293,0.008,0.197,0.01,51.465
0.988,47.316,467.316,93.826,94.435,90.754,91.599,5.176,1.058e-4,5.176,89.999,10.705,12.41,43.47,-80.54,0.577,0,4.098,0.001,82.859,90,1.28e5,6.204e4,233.983,0.954,9.803,426.359,329.102,4.786,1.305e4,10.396,75.82,0.445,0.31,0.027,0.108,0.445,0.133,0.619,-4.687e-4,0,0,0,0,0.017,2.011,90,11.962,958.442,0.001,338.548,0.28,3.356e7,20.32,324.293,0.011,0.198,0.01,52.218
0.999,48.377,468.377,94.847,95.465,90.716,91.573,5.297,1.108e-4,5.297,89.999,10.845,12.501,43.47,-80.54,0.525,0,4.155,0.001,82.813,89.999,1.28e5,6.198e4,233.962,0.954,9.803,426.692,329.144,4.801,1.304e4,10.395,77.491,0.445,0.31,0.027,0.109,0.446,0.121,0.562,2.099e-4,0,0,0,0,0.018,1.999,90,11.956,958.317,0.001,338.544,0.283,3.392e7,20.32,324.293,0.017,0.199,0.01,53.358
1.016,49.991,469.991,96.377,97.01,90.658,91.534,5.482,1.184e-4,5.482,89.999,11.057,12.638,43.47,-80.54,0.452,0,4.232,0.001,82.742,89.999,1.279e5,6.19e4,233.929,0.953,9.803,427.16,329.207,4.821,1.303e4,10.392,80.039,0.445,0.31,0.027,0.109,0.446,0.104,0.482,1.461e-4,0,0,0,0,0.018,1.991,90,11.945,958.128,0.001,338.538,0.287,3.446e7,20.32,324.293,0.004,0.2,0.01,55.09
1.02,50.413,470.413,96.774,97.41,90.642,91.524,5.531,1.204e-4,5.531,89.999,11.113,12.674,43.47,-80.54,0.433,0,4.251,0.002,82.723,89.999,1.279e5,6.188e4,233.92,0.953,9.803,427.281,329.224,4.826,1.303e4,10.392,80.707,0.446,0.31,0.027,0.109,0.446,0.099,0.462,-2.752e-4,0,0,0,0,0.018,1.989,90,11.942,958.078,0.001,338.536,0.288,3.46e7,20.32,324.293,0.007,0.201,0.01,55.543
1.027,51.05,471.05,97.369,98.011,90.692,91.582,5.604,1.235e-4,5.604,89.999,11.196,12.738,43.47,-80.54,0.405,0,4.277,0.002,82.695,89.999,1.278e5,6.185e4,233.902,0.953,9.803,427.463,329.235,4.834,1.303e4,10.399,81.715,0.446,0.31,0.027,0.109,0.446,0.093,0.431,-4.082e-4,0,0,0,0,0.018,1.986,90,11.938,958.004,0.001,338.533,0.29,3.481e7,20.32,324.293,0.01,0.202,0.01,56.227
1.036,52.013,472.013,98.262,98.912,90.767,91.67,5.715,1.283e-4,5.715,89.999,11.322,12.835,43.47,-80.54,0.363,0,4.314,0.002,82.653,89.999,1.278e5,6.18e4,233.873,0.953,9.803,427.737,329.252,4.847,1.304e4,10.409,83.241,0.446,0.31,0.027,0.109,0.446,0.083,0.384,2.22e-4,0,0,0,0,0.018,1.982,90,11.932,957.891,0.001,338.53,0.293,3.513e7,20.32,324.293,0.014,0.204,0.011,57.26
1.05,53.357,473.357,99.497,100.159,90.87,91.791,5.87,1.35e-4,5.87,89.999,11.497,12.97,43.47,-80.54,0.306,0,4.359,0.002,82.594,89.999,1.277e5,6.173e4,233.834,0.952,9.803,428.115,329.275,4.864,1.305e4,10.423,85.376,0.446,0.31,0.027,0.109,0.446,0.07,0.322,-1.401e-4,0,0,0,0,0.018,1.976,90,11.923,957.733,0.001,338.524,0.297,3.557e7,20.32,324.293,0.02,0.206,0.011,58.705
1.07,55.366,475.366,101.314,101.994,90.888,91.835,6.102,1.453e-4,6.102,89.999,11.759,13.155,43.47,-80.54,0.224,0,4.413,0.004,82.506,89.999,1.276e5,6.158e4,233.769,0.952,9.803,428.659,329.366,4.886,1.304e4,10.43,88.577,0.447,0.31,0.027,0.11,0.447,0.051,0.231,-3.97e-4,0,0,0,0,0.017,1.971,90,11.91,957.498,0.001,338.516,0.302,3.621e7,20.32,324.293,0.03,0.207,0.011,60.864
1.1,58.446,478.446,104.038,104.746,90.696,91.681,6.461,1.618e-4,6.461,89.999,12.157,13.408,43.47,-80.54,0.103,0,4.463,0.008,82.373,89.999,1.274e5,6.142e4,233.714,0.951,9.803,429.487,329.498,4.921,1.301e4,10.417,93.498,0.447,0.309,0.027,0.11,0.447,0.023,0.097,-3.533e-4,0,0,0,0,0.017,1.965,90,11.89,957.136,0.001,338.504,0.31,3.718e7,20.32,324.293,0.01,0.208,0.011,64.173
1.11,59.491,479.491,104.945,105.662,90.631,91.63,6.583,1.675e-4,6.583,89.999,12.292,13.49,43.47,-80.54,0.074,0,4.471,0.012,82.328,89.999,1.273e5,6.136e4,233.696,0.95,9.803,429.7,329.542,4.929,1.3e4,10.413,95.175,0.447,0.309,0.027,0.111,0.447,0.017,0.066,-3.889e-5,0,0,0,0,0.017,1.983,90,11.883,957.014,0.001,338.5,0.313,3.75e7,20.32,324.293,0.015,0.209,0.011,65.293
1.125,61.075,481.075,106.305,107.036,90.705,91.725,6.769,1.764e-4,6.769,89.999,12.495,13.635,43.47,-80.54,0.032,0,4.478,0.028,82.261,89.999,1.272e5,6.125e4,233.642,0.95,9.803,430.072,329.598,4.945,1.3e4,10.425,97.723,0.448,0.309,0.028,0.111,0.448,0.007,0.02,-8.162e-5,0,0,0,0,0.016,2.011,90,11.873,956.828,0.001,338.494,0.317,3.798e7,20.32,324.293,0.005,0.211,0.011,66.992
1.13,61.608,481.608,106.758,107.495,90.73,91.756,6.832,1.794e-4,6.832,89.998,12.563,13.684,43.47,-80.54,0.018,0,4.478,0.051,82.239,89.999,1.272e5,6.122e4,233.624,0.95,9.803,430.278,329.617,4.954,1.3e4,10.429,98.58,0.448,0.309,0.028,0.111,0.448,0.004,0.004,-3.591e-4,0,0,0,0,0.016,2.021,90,11.87,956.765,0.001,338.492,0.318,3.814e7,20.32,324.293,0.007,0.212,0.011,67.564
1.137,62.411,482.411,107.439,108.183,90.758,91.794,6.926,1.84e-4,6.926,89.998,12.666,13.756,43.47,-80.54,0.003,0,-4.47,0.271,82.205,89.999,1.272e5,6.118e4,233.605,0.95,9.803,428.862,329.635,4.883,1.301e4,10.434,99.875,0.448,0.309,0.028,0.111,0.448,7.64e-4,0.02,8.928e-5,0,0,0,0,-0.016,2.035,90,11.864,956.671,0.001,338.489,0.32,3.839e7,20.32,324.293,0.011,0.217,0.012,68.426
1.149,63.625,483.625,108.46,109.215,90.799,91.852,7.07,1.911e-4,7.07,89.998,12.822,13.865,43.47,-80.54,0.035,0,-4.473,0.027,82.155,89.999,1.271e5,6.112e4,233.576,0.949,9.803,429.836,329.661,4.93,1.301e4,10.441,101.836,0.448,0.309,0.028,0.111,0.448,0.008,0.054,1.603e-4,0,0,0,0,-0.016,2.056,90,11.856,956.529,0.001,338.484,0.323,3.875e7,20.32,324.293,0.011,0.218,0.012,69.73
1.16,64.851,484.851,109.482,110.248,90.84,91.909,7.215,1.984e-4,7.215,89.998,12.978,13.977,43.47,-80.54,0.074,0,-4.464,0.013,82.105,89.999,1.27e5,6.107e4,233.547,0.949,9.803,429.676,329.687,4.921,1.301e4,10.448,103.816,0.448,0.309,0.028,0.111,0.448,0.017,0.097,3.136e-4,0,0,0,0,-0.015,2.061,90,11.848,956.385,0.001,338.479,0.326,3.911e7,20.32,324.293,0.017,0.223,0.012,71.046
1.177,66.712,486.712,111.014,111.798,90.817,91.91,7.436,2.096e-4,7.436,89.998,13.215,14.134,43.47,-80.54,0.133,0,-4.438,0.007,82.029,89.999,1.27e5,6.098e4,233.509,0.948,9.803,429.363,329.745,4.902,1.301e4,10.451,106.825,0.449,0.309,0.028,0.112,0.449,0.03,0.163,4.969e-4,0,0,0,0,-0.015,2.065,90,11.836,956.167,0.001,338.472,0.331,3.965e7,20.32,324.293,0.023,0.224,0.012,73.045
